label,message,Unnamed: 2,Unnamed: 3,Unnamed: 4,cleaned_message,message_length
0,I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night,,,,meant apology texting get drugs ltgt night,84
0,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.,,,,means february april ill getting place stay dont hustle back forth audition season since sister moved away harlem,190
0,Goin to workout lor... Muz lose e fats... ,,,,goin workout lor muz lose e fats,42
0,"Damn, poor zac doesn't stand a chance",,,,damn poor zac doesnt stand chance,37
0,I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:),,,,want tel u one thing u mistake k message sent,87
0,Yeah right! I'll bring my tape measure fri!,,,,yeah right ill bring tape measure fri,43
0,Should I head straight there or what,,,,head straight,36
1,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX å£1.50,,,,get official england poly ringtone colour flag yer mobile tonights game text tone flag optout txt eng stop box wwx å,157
0,Thank you princess! You are so sexy...,,,,thank princess sexy,38
0,Oooh I got plenty of those!,,,,oooh got plenty,27
0,Hui xin is in da lib.,,,,hui xin da lib,21
0,Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs,,,,big difference ltgt versus ltgt every ltgt hrs,73
0,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life.",,,,make cry stuff happens top everything else pushes edge dont underdtand often cry sorry sorry life,191
0,"\ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX\""""",,,,babe feel lets get itboth try cheer upnot fit soo muchxxlove u locaxx,104
0,You know what hook up means right?,,,,know hook means right,34
1,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622",,,,customer service announcement recently tried make delivery unable please call reschedule ref,152
0,Wat's da model num of ur phone?,,,,wats da model num ur phone,31
0,He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes,,,,hes really skateboarding despite fact gets thrown winds bandages shit arms every five minutes,154
1,"You can stop further club tones by replying \STOP MIX\"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL"," PO Box 1146 MK45 2WT (2/3)""",,,stop club tones replying stop mix see mytonecomenjoy html terms club tones cost gbpweek mfl,128
0,My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...,,,,house e sky quite dark liao raining got excuse run already rite hee,98
0,"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date.",,,,sorry left phone upstairs ok might hectic would birds one fell swoop date,107
0,* Thought I didn't see you.,,,,thought didnt see,27
1,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp å£1.50/msg.,,,,wamma get laidwant real doggin locations sent direct mobile join uks largest dogging network txt dogs nownyt eca lp åmsg,156
0,Carlos says we can pick up from him later so yeah we're set,,,,carlos says pick later yeah set,59
0,"Hey babe, my friend had to cancel, still up for a visit ?",,,,hey babe friend cancel still visit,57
0,Hmm ill have to think about it... ok you're forgiven! =D,,,,hmm ill think ok youre forgiven,56
0,"We are hoping to get away by 7, from Langport. You still up for town tonight?",,,,hoping get away langport still town tonight,77
0,Want to send me a virtual hug?... I need one,,,,want send virtual hug need one,44
0,"Probably not, still going over some stuff here",,,,probably still going stuff,46
0,It has issues right now. Ill fix for her by tomorrow.,,,,issues right ill fix tomorrow,53
0,Why i come in between you people,,,,come people,32
0,Senthil group company Apnt 5pm.,,,,senthil group company apnt pm,31
0,Oh really?? Did you make it on air? What's your talent?,,,,oh really make air whats talent,55
0,Studying. But i.ll be free next weekend.,,,,studying ill free next weekend,40
0,R u here yet? I'm wearing blue shirt n black pants.,,,,r u yet im wearing blue shirt n black pants,51
0,Wait.i will come out.. &lt;#&gt;  min:),,,,waiti come ltgt min,39
0,I will reach ur home in  &lt;#&gt;  minutes,,,,reach ur home ltgt minutes,43
0,Well then you have a great weekend!,,,,well great weekend,35
0,"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka? ",,,,langport sorry ill probably bed pm sucks ill xmas gosri lanka,133
0,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... \ I will be with YOU \"" Wherevr.. Whenevr.. Forevr... Gudnyt dear..""",,,,frnd juz wordnot merely relationshipits silent promise says wherevr whenevr forevr gudnyt dear,160
0,Huh? 6 also cannot? Then only how many mistakes?,,,,huh also cannot many mistakes,48
0,Ha... U jus ate honey ar? So sweet...,,,,ha u jus ate honey ar sweet,37
0,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u,,,,im turning phone moms telling everyone cancer sister wont stop calling hurts talk cant put see u u get home love u,169
0,"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?",,,,honey sweetheart darling sexy buns sugar plum loverboy miss boytoy smacks ass go gym,135
0,Thanks for loving me so. You rock,,,,thanks loving rock,33
0,Yeah imma come over cause jay wants to do some drugs,,,,yeah imma come cause jay wants drugs,52
0,Ok thanx... Take care then...,,,,ok thanx take care,29
0,Yup. Thk of u oso boring wat.,,,,yup thk u oso boring wat,29
0," came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too.",,,,came look flat seems ok away alot wiv work got woman coming,103
0,Moji just informed me that you saved our lives. Thanks.,,,,moji informed saved lives thanks,55
0,Whos this am in class:-),,,,whos class,24
0,Hey r Ì_ still online? I've finished the formatting...,,,,hey r ì_ still online ive finished formatting,54
0,Great! So what attracts you to the brothas?,,,,great attracts brothas,43
1,Promotion Number: 8714714 - UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 å£1.50perWKsub,,,,promotion number ur awarded city break could win å summer shopping spree every wk txt store skilgme tscswinawkage åperwksub,179
0,LOL what happens in Vegas stays in vegas,,,,lol happens vegas stays vegas,40
0,"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnåÕt make ur båÕday 2 hun!",,,,hello hello hi lou sorry took long reply left mobile friends lancaster got bak neway im sorry couldnåõt make ur båõday hun,155
0,When did i use soc... I use it only at home... ÌÏ dunno how 2 type it in word ar...,,,,use soc use home ìï dunno type word ar,83
0,Dad says hurry the hell up,,,,dad says hurry hell,26
0,Wake me up at  &lt;#&gt;  am morning:),,,,wake ltgt morning,38
0,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?",,,,get class bsn like ltgt minutes know advising,82
0,Great! I shoot big loads so get ready!,,,,great shoot big loads get ready,38
0,I'll meet you in the lobby,,,,ill meet lobby,26
0,You still coming tonight?,,,,still coming tonight,25
0,What happen dear tell me,,,,happen dear tell,24
0,"Sir, i am waiting for your call, once free please call me.",,,,sir waiting call free please call,58
0,I was about to do it when i texted. I finished a long time ago and showered and er'ything!,,,,texted finished long time ago showered erything,90
0,Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx,,,,ok im sure time finish tomorrow wanna spend evening cos would vewy vewy lubly love xxx,128
0,"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you",,,,hello per request ltgt rs transfered,70
0,I am in tirupur.  call you da.,,,,tirupur call da,30
1,You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,,,,winner specially selected receive å cash å award speak live operator claim call ampm cost p,159
0,S:)but he had some luck.2 catches put down:),,,,sbut luck catches put,44
0,How i noe... Did Ì_ specify da domain as nusstu... ÌÏ still in sch...,,,,noe ì_ specify da domain nusstu ìï still sch,69
0,Oh...i asked for fun. Haha...take care. Ì_,,,,ohi asked fun hahatake care ì_,42
0,Shall i get my pouch?,,,,shall get pouch,21
0,Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .,,,,hey loverboy love tell look picture ache feel legs fuck want need crave,158
0,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?",,,,boy sweet words left morning sighs goes day love start studying,127
0,Kent vale lor... ÌÏ wait 4 me there ar?,,,,kent vale lor ìï wait ar,39
0,Ok. Very good. Its all about making that money.,,,,ok good making money,47
0,Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-),,,,reading gud habit nan bari hudgi yorge pataistha ertini kano,65
0,Aight do you still want to get money,,,,aight still want get money,36
0,ARE YOU IN TOWN? THIS IS V. IMPORTANT,,,,town v important,37
0,"Sorry pa, i dont knw who ru pa?",,,,sorry pa dont knw ru pa,31
0,Wat u doing there?,,,,wat u,18
0,If i not meeting Ì_ all rite then i'll go home lor. If Ì_ dun feel like comin it's ok.,,,,meeting ì_ rite ill go home lor ì_ dun feel like comin ok,86
0,"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not.",,,,oh get paid outstanding one commercial hasbroin august made us jump many hoops get paid still,159
0,"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye.",,,,lateso call tomorrow morningtake care sweet dreamsu meummifyingbye,92
0,Networking technical support associate.,,,,networking technical support associate,39
0,I'm gonna rip out my uterus.,,,,im gonna rip uterus,28
0,Cool. Do you like swimming? I have a pool and jacuzzi at my house.,,,,cool like swimming pool jacuzzi house,66
1,"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar",,,,thanks ringtone order reference number x mobile charged tone arrive please call customer services colourredtextcolourtxtstar,197
